,Price,City,Zipcode,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,Status
444,1211963,4,97647,1,4,3,2456,6870,1997,69,2,2
445,467298,1,85311,4,6,4,1209,8910,1963,58,1,1
446,546329,3,21852,2,4,4,2377,3899,1994,80,4,1
447,1263497,0,86690,4,2,1,1430,3729,1992,111,1,1
448,854770,2,20349,0,3,4,885,1898,2001,83,3,2
449,1159956,1,97824,3,2,4,1265,5891,1982,16,1,2
450,1447743,0,48074,3,1,4,2085,7296,1998,26,2,2
451,138025,0,19420,4,1,1,2080,9860,1999,44,0,2
452,543804,3,19935,0,2,2,3732,8156,2019,30,2,1
453,563864,0,61586,1,4,3,3158,3949,1960,76,4,0
454,146864,2,34517,3,1,4,1351,1117,1976,42,3,0
455,1217073,0,33023,2,4,3,3217,8739,1976,49,2,2
456,273704,2,80702,1,6,4,3431,1449,1958,87,1,0
457,732277,3,26771,3,2,3,3759,3625,1991,115,4,0
458,1139836,1,23438,4,6,3,2794,9423,1993,34,3,1
459,840528,1,29161,1,2,3,2346,6734,1966,102,4,1
460,719382,0,45418,1,4,1,3654,9907,2013,3,0,1
461,155283,0,18979,1,6,1,2452,2886,2016,87,4,0
462,423783,1,96388,2,2,3,2610,8780,1977,34,0,0
463,554124,1,68265,0,2,3,2652,5338,1952,71,4,0
464,729055,3,52635,1,1,4,3549,4792,1973,43,3,2
465,1280219,4,77562,4,1,3,1831,4659,1990,7,2,0
466,743014,1,42337,3,5,4,1507,8044,1983,112,2,2
467,1122707,1,41713,0,6,1,3226,4493,2004,58,2,1
468,113084,3,16656,3,2,2,2148,9539,2015,94,4,1
469,206332,1,49604,1,5,2,3235,3939,1960,94,4,0
470,685711,0,18615,1,5,1,2253,6488,1972,96,1,2
471,938789,0,23436,4,6,2,2454,5887,1989,50,2,1
472,1009530,4,56080,2,5,1,3083,8448,1966,67,2,0
473,545380,1,35544,0,1,3,2037,6805,1972,64,0,0
474,357273,3,29803,4,5,4,2723,6968,1957,57,1,1
475,537598,4,11210,2,5,2,3694,9944,1973,16,3,0
476,263351,1,50766,1,2,4,1746,9811,2013,97,2,2
477,883643,1,94827,4,2,4,841,5960,1991,28,0,0
478,654277,4,89195,2,3,1,741,8032,2018,70,3,2
479,855844,3,48115,3,1,3,3404,6596,1979,27,1,1
480,286416,1,99183,3,4,4,2294,5246,2015,116,1,2
481,1471386,1,28501,2,2,4,622,4625,1992,84,3,1
482,843704,1,95821,4,4,1,3816,7652,1963,114,4,0
483,558267,4,35045,3,1,3,1502,7040,1975,106,4,1
484,575209,3,94919,2,3,4,3771,2665,1982,112,3,1
485,788343,4,20373,1,5,4,718,1624,1964,104,0,0
486,1175985,2,82995,2,4,2,1725,5053,1978,40,3,2
487,389748,2,58019,3,5,3,1188,7429,1966,55,1,0
488,297796,4,47018,1,5,3,1748,7189,1956,10,0,1
489,117540,1,44250,4,6,4,2415,7240,1953,36,4,0
490,320520,3,40066,4,3,2,3290,3111,2007,81,2,1
491,319961,2,67883,4,2,3,894,6877,1968,11,0,2
492,563715,1,88335,1,5,4,2143,3548,1988,28,1,0
493,842075,4,77567,4,4,3,3563,2581,1954,54,1,1
494,1394343,3,65461,3,2,2,1464,7843,1992,70,1,1
495,1219513,3,93955,1,5,4,1116,4430,1956,91,3,1
496,805615,1,17410,3,4,1,3481,2514,1961,111,4,2
497,330245,0,79211,0,5,3,960,7153,1993,113,1,0
498,948645,0,86928,2,2,1,2113,3700,2006,54,0,2
499,983080,2,53607,3,4,4,3764,3690,1995,28,1,0
500,1001958,4,10311,3,5,1,1975,9535,1981,60,4,0
501,1465899,3,32173,0,3,1,2413,7910,2013,100,3,1
502,875089,3,27832,1,3,4,1557,9804,1976,69,2,0
503,672952,2,31075,3,2,1,2702,9320,1961,12,2,1
504,630401,2,27470,1,2,1,3931,8662,1951,41,2,2
505,541228,4,68868,1,5,1,3000,2295,1966,87,1,1
506,900860,1,23693,4,2,4,3999,3447,1972,21,1,2
507,197773,2,72738,4,5,1,1788,5300,2001,24,1,1
508,975227,1,80412,1,4,4,3301,2937,1985,42,0,2
509,1113507,2,32115,3,1,3,2129,7102,1958,38,0,2
510,1024884,0,22793,2,6,2,1671,3628,1955,60,4,1
511,1055684,3,56888,2,1,1,3393,9986,1981,80,1,1
512,396731,3,94192,2,3,3,1443,9102,1963,113,1,0
513,869597,4,45081,0,4,3,752,9574,1969,86,4,1
514,860503,3,28105,4,1,2,1169,3329,1991,32,1,1
515,1408977,1,67939,4,3,3,1476,3691,1986,99,4,1
516,151541,3,35797,0,5,1,1665,5891,2010,33,0,0
517,1406366,1,51679,2,2,2,1456,8429,1978,70,4,1
518,683535,0,54206,2,2,4,1402,4653,1959,97,0,1
519,1077238,4,39812,4,2,4,2161,5742,2008,34,2,1
520,708347,1,61780,0,2,2,1852,7550,1955,58,2,0
521,933014,0,49179,4,3,4,2410,3470,2002,73,0,2
522,1274393,3,74415,2,3,4,3023,5852,1983,85,4,0
523,1314599,1,55480,0,2,4,2784,7766,1980,40,0,2
524,1186759,2,65418,0,4,1,2669,7376,1961,25,1,2
525,1425500,0,67436,0,3,1,2845,9457,1962,107,0,1
526,631278,0,46082,0,3,4,3866,4373,1982,110,4,0
527,1256875,2,65996,2,5,2,1823,2773,1993,70,0,2
528,230146,4,47810,4,4,4,794,1927,2002,110,0,2
529,757948,1,25777,2,3,1,1116,7054,1959,52,4,2
530,446258,1,58433,3,5,1,1034,4346,1973,43,3,2
531,183860,0,14495,1,3,1,2616,1461,1952,27,2,0
532,395747,3,61026,3,4,3,3454,7379,1996,13,1,1
533,757183,3,43557,4,6,2,2081,4775,2017,74,4,1
534,1131618,0,77679,4,3,4,2415,6096,2011,106,1,2
535,208579,0,31166,3,1,2,1832,7081,1952,106,1,1
536,1228020,1,37339,2,2,2,3597,3730,1958,24,3,1
537,1055904,4,14212,2,6,2,2630,9873,2003,110,1,0
538,850524,1,35378,2,1,2,3783,6706,1984,102,3,1
539,374194,1,87488,3,1,3,2866,3036,1964,87,2,2
540,277923,3,55567,1,5,2,807,5944,2021,68,0,1
541,930934,4,88302,2,1,1,3219,8079,1966,70,3,2
542,628592,0,64477,4,3,2,3573,3110,1990,49,0,0
543,499090,2,14685,3,6,3,3614,4546,1996,51,3,0
544,1107473,1,18152,2,6,1,795,3674,2009,43,0,0
545,859034,2,73267,4,6,3,2088,1515,1958,6,1,0
546,1082651,2,82661,3,2,2,3042,4692,2023,61,2,1
547,208387,4,93635,0,4,4,2807,5586,1976,99,0,0
548,564122,4,78415,2,5,2,1590,8525,2015,21,3,0
549,987975,3,59583,4,3,2,1416,1584,1978,90,0,0
550,491022,3,29719,3,1,4,3645,4509,2020,92,0,2
551,305465,3,78275,4,6,2,927,2474,1990,20,2,0
552,334971,2,78040,4,5,2,1948,4784,1970,44,2,1
553,1396414,0,65847,2,5,4,862,4199,1968,41,2,1
554,586833,2,93094,0,6,4,1507,1556,1985,107,2,2
555,1458637,3,41680,2,5,4,1617,6677,2023,58,2,2
556,375021,2,10818,2,1,1,2257,5257,2018,93,3,0
557,1250673,2,55808,3,3,1,3881,9959,1979,111,1,2
558,668183,2,36098,2,2,2,665,6566,1984,42,3,1
559,1258068,0,27071,1,4,3,3350,5339,1993,23,0,0
560,478198,3,43152,0,2,3,2971,1846,1997,1,4,1
561,421154,0,40098,1,2,3,1440,4971,2009,20,2,1
562,1434930,3,96391,0,4,1,1365,1898,1967,9,1,2
563,1312715,3,90523,3,4,4,1601,2079,1955,90,2,0
564,1361982,4,51332,3,1,4,2820,5745,1967,111,0,0
565,1376159,4,20764,3,5,4,2168,2738,1978,68,2,2
566,119222,3,92972,3,1,2,2894,3214,1953,8,4,0
567,976821,3,75163,1,4,2,1072,2832,1965,92,3,1
568,530400,4,29586,3,6,4,2739,2813,1972,58,0,1
569,524279,1,45798,0,4,1,2371,4972,1979,86,4,2
570,1333867,1,83126,1,6,2,3440,5975,1999,113,0,0
571,368896,3,74857,1,6,4,1781,8066,2011,120,0,0
572,380565,3,80154,3,4,3,3509,5120,2017,71,3,2
573,1197421,4,64532,4,2,4,3406,6569,1988,70,2,0
574,329837,0,48994,0,1,1,2939,1346,2013,101,0,2
575,1040215,1,55444,1,5,4,2130,6097,2008,43,0,2
576,503182,2,30347,0,3,4,2362,8743,1998,38,2,2
577,607972,0,96549,0,4,3,2109,4791,2017,31,2,1
578,1410074,1,74523,2,1,1,860,2838,1998,43,1,2
579,535463,0,17671,0,5,4,903,2533,1962,37,2,1
580,1047205,3,23507,3,5,1,2651,1927,2003,63,1,0
581,1115773,3,46749,2,1,3,1880,6833,2017,59,1,2
582,1470452,1,81900,1,4,4,2367,2891,2021,18,4,1
583,1058406,0,62223,2,3,3,2180,2279,1967,24,2,0
584,1482612,3,11664,1,5,3,3996,1151,1975,86,2,0
585,195826,1,26355,1,5,4,1965,8146,1974,18,1,0
586,984633,1,27317,0,2,1,1014,1919,1989,105,3,2
587,1280680,2,52052,4,1,3,2852,5704,2015,5,1,2
588,722912,3,66605,1,5,1,3402,8965,1988,72,1,1
589,1442863,1,90177,0,4,2,2278,8180,1966,103,0,2
590,481322,0,28842,3,4,2,1121,4261,1975,50,4,1
591,1375641,3,63599,0,2,2,1948,6670,2009,48,3,1
592,547298,1,81824,2,5,4,3217,3835,2007,76,1,1
593,1168200,4,74633,3,3,4,1072,7750,1971,114,3,0
594,728249,2,87520,2,5,4,3398,7233,1956,78,3,2
595,998871,4,45648,1,6,1,2133,3328,1981,114,0,1
596,1122337,4,52454,2,4,1,1947,3995,1996,40,1,2
597,190329,1,66135,4,4,2,3215,8651,2021,58,2,0
598,1093409,0,17323,2,2,1,2144,6434,1996,102,2,2
599,1489699,3,29464,1,3,1,2228,1657,1992,51,4,0
600,1382451,4,80206,0,6,2,2003,3192,1962,9,4,1
601,258490,2,64621,3,6,2,1024,9065,1960,95,3,2
602,161267,2,63439,2,5,2,3136,6476,1997,50,3,0
603,1411656,3,62811,3,4,1,3650,6748,1983,2,2,2
604,980741,2,91105,0,4,1,1403,6539,1989,82,4,0
605,309134,1,32641,1,6,3,3111,6149,1952,13,0,1
606,586196,3,77805,1,3,3,1949,2789,2020,33,0,0
607,596947,3,82273,4,1,1,3540,8256,1960,86,1,0
608,193325,2,98214,0,6,1,1917,9358,1955,40,0,1
609,1178393,1,45468,4,1,2,2473,5451,1956,75,1,2
610,243343,3,81784,4,2,2,3958,1936,2012,116,1,2
611,906038,0,28975,2,2,4,1516,4527,1951,101,2,2
612,668833,1,66826,1,5,1,1894,5146,1989,120,0,2
613,732202,2,19962,4,2,1,2072,2578,1981,66,0,0
614,275759,0,94352,3,1,1,1338,8697,2011,5,0,0
615,537863,3,50347,0,4,3,3616,7784,1990,83,1,1
616,827893,2,28407,4,1,4,2813,9576,2022,15,3,0
617,1418370,1,92569,3,4,4,2006,2091,2023,15,3,1
618,996528,3,28635,3,5,4,764,1016,1988,54,2,0
619,697087,2,93261,2,4,1,3295,8749,2007,82,3,2
620,667300,0,23730,0,1,2,3699,8492,2005,70,0,0
621,1321679,3,99094,0,5,1,1446,8068,1985,83,2,0
622,812527,1,13830,4,6,3,2820,9357,1966,70,1,2
623,534310,4,82969,0,6,1,2329,4291,1962,32,2,2
624,402672,3,18244,3,4,2,2890,1444,1989,64,1,2
625,697945,3,55155,1,6,3,2400,7325,1996,110,3,1
626,1387098,1,70939,4,5,3,1231,4038,2016,81,0,2
627,451247,4,63514,4,1,2,1023,1621,2019,63,3,0
628,825806,2,78721,0,3,1,2713,7477,1985,15,0,2
629,104306,4,47337,0,6,2,3476,5287,1984,34,0,0
630,579576,2,27185,2,1,2,2249,2604,1967,51,0,1
631,982001,3,63053,4,1,2,2708,1145,1979,26,1,2
632,565244,0,57967,1,2,2,3288,8511,2008,70,4,1
633,1261938,4,45469,1,5,3,3765,9118,2002,65,1,2
634,453129,1,38082,1,6,4,2468,2090,1950,117,2,0
635,347890,4,34230,1,4,4,1659,9835,2000,75,1,1
636,825324,2,72726,2,3,3,1983,7846,1992,92,1,0
637,1131077,1,71424,3,2,1,1988,5101,1996,3,1,1
638,1433969,1,81291,3,1,3,3876,8917,1993,63,0,0
639,1440490,3,36666,0,3,4,2937,2061,1963,111,2,1
640,539037,3,20161,1,1,2,2161,7030,1975,45,0,2
641,1465615,1,40426,1,4,3,3051,6869,1955,64,3,2
642,1448976,2,19836,4,2,2,2749,1346,2001,71,0,1
643,224903,0,19254,2,6,4,2064,4491,2022,44,4,0
644,704660,1,68561,4,4,3,1224,3952,2022,49,3,0
645,508759,3,47970,3,3,2,3942,4881,1973,110,4,0
646,198100,1,69780,1,5,2,857,2046,1951,4,0,0
647,1171593,4,38092,0,6,1,1840,1811,2016,10,4,1
648,868311,0,22024,4,3,4,2231,1667,1991,90,2,2
649,1046834,1,18709,0,1,3,2420,1592,1978,76,2,1
650,353101,0,13983,1,1,4,2451,9741,1961,49,4,0
651,1114155,1,42449,3,5,2,2339,8974,2015,53,1,1
652,980574,4,19527,2,6,2,1083,2372,1957,81,0,1
653,1036583,2,58984,2,3,4,3752,5731,2003,27,0,2
654,398021,3,75125,0,3,2,726,1292,1962,35,2,1
655,735817,2,89405,0,6,3,3740,4980,2017,104,4,0
656,1154452,0,29174,0,5,3,3509,7396,2014,73,3,0
657,1397853,1,61754,2,1,2,1286,2668,1993,4,3,2
658,1324583,0,14836,2,5,2,3818,5126,1992,33,0,0
659,922155,4,40195,4,5,1,743,6787,2016,64,4,1
660,1304944,1,77333,0,4,3,2329,7908,1965,50,4,2
661,910408,2,19709,0,3,2,1418,4817,2021,69,1,2
662,1428849,0,17428,2,3,3,3683,5089,1991,92,1,1
663,706540,1,78631,2,6,2,1924,3685,1966,83,3,0
664,798896,2,15377,2,3,1,2100,3409,1971,58,1,1
665,539722,0,74354,1,6,4,2702,4501,1972,50,4,1
666,1076134,4,32018,2,1,4,1462,4169,1998,27,4,2
667,213805,2,31318,0,5,1,1543,8855,1957,38,4,1
668,1152978,2,80409,0,3,3,2535,2153,2011,13,0,2
669,976078,0,47098,2,2,3,605,3398,1950,49,0,0
670,440689,4,18857,0,1,1,1532,7838,1981,32,1,0
671,638010,2,93308,3,5,2,1639,7177,1954,68,0,2
672,883012,4,66275,4,3,4,2177,3011,1969,84,2,2
673,546284,3,76029,4,4,4,2040,9298,2011,113,1,0
674,392126,1,83251,2,3,1,1545,7035,1997,33,0,0
675,1105600,4,63073,0,3,4,3888,4824,1961,56,1,2
676,936991,2,37843,4,1,2,3975,3716,1967,108,2,2
677,1203446,2,98024,1,4,1,1493,6406,2015,91,3,2
678,1456198,3,77634,2,2,3,3913,8178,2012,4,3,2
679,422981,3,87315,4,4,3,1375,8044,1983,9,3,0
680,390844,0,20603,1,3,4,3770,5185,1986,39,2,2
681,562937,2,63240,4,2,4,3915,2748,2010,43,0,2
682,1222304,4,89641,2,3,3,3640,5324,2009,99,1,2
683,560234,2,76866,4,1,4,1613,1303,1958,116,3,2
684,166868,2,77255,2,1,2,2586,9278,2014,115,2,0
685,524109,2,80756,0,6,4,2044,4940,2012,117,2,2
686,434921,1,94803,0,2,3,2479,5067,1986,38,3,1
687,1083361,2,64762,1,5,1,1249,9828,1961,82,1,1
688,1167836,1,68715,4,6,2,2283,4038,1953,70,1,2
689,837398,0,90168,1,3,1,2100,9768,1971,7,2,1
690,1281515,4,30227,1,5,4,3018,7330,1983,1,1,2
691,1080061,4,18441,2,2,1,2214,3028,2017,111,1,0
692,1303467,2,44806,0,1,2,3367,9381,1969,6,0,1
693,925872,2,13361,4,6,2,1471,9507,2020,46,1,1
694,979559,2,42661,3,3,3,1573,4233,1985,37,4,1
695,451830,3,59147,0,6,2,3420,5505,1990,86,0,2
696,1428613,4,29994,2,4,3,2091,9753,1986,96,2,0
697,645454,0,30310,2,4,3,2101,8736,1975,87,3,0
698,793777,2,14389,3,4,1,1616,8476,1996,91,2,1
699,1372428,3,57376,4,4,1,1729,7379,1954,64,4,1
700,596612,4,17048,0,2,4,1056,2543,2014,93,0,1
701,1307358,2,19411,1,3,3,1216,8572,2011,87,2,2
702,1352612,2,59105,3,3,3,2036,2219,1961,21,2,1
703,642419,4,69662,3,4,2,1175,2281,1985,48,3,2
704,961607,2,36242,2,2,2,3528,9102,1993,109,2,2
705,292055,3,43942,2,3,1,1577,2961,2013,15,2,2
706,591446,2,90940,3,1,4,1744,1254,1977,77,0,2
707,1064262,2,23919,0,4,1,2057,5106,1981,106,1,0
708,846494,3,10463,2,2,2,618,5905,1999,105,2,1
709,1414445,4,45720,1,6,2,1976,1775,1964,70,0,2
710,1248043,1,28141,2,4,4,2192,1203,1982,56,3,2
711,1067540,1,46051,0,3,2,2578,6302,1958,88,0,2
712,857797,3,45263,4,5,1,3694,8820,1955,92,3,2
713,396831,4,90781,2,3,4,3135,9158,1951,114,0,1
714,329187,0,39961,3,4,1,3778,4516,2000,13,4,0
715,1257643,4,41315,2,5,4,709,5357,1950,88,2,0
716,358119,0,88240,3,3,4,2456,6941,1972,5,4,0
717,1360246,2,10497,2,1,1,2296,3109,1959,66,4,1
718,1452143,3,93193,2,5,2,2797,2687,1965,17,1,1
719,113001,4,35930,0,1,4,2282,4554,1994,77,4,1
720,936069,3,77374,3,2,2,2199,5597,1952,90,2,2
721,1206928,2,45005,4,4,1,1906,3379,1995,96,4,2
722,835493,2,43472,2,6,2,3787,6045,2008,106,4,0
723,1001135,3,96400,2,2,2,3621,3770,1978,118,3,0
724,500037,0,95888,0,1,2,1072,3335,1979,14,4,1
725,1178128,1,19472,0,1,4,642,4223,1967,70,3,2
726,468367,0,23802,4,4,2,3953,3330,1964,104,2,0
727,543847,1,24009,2,5,2,3813,4624,1962,114,4,1
728,308811,1,88307,0,3,4,3689,9518,2002,33,2,2
729,915237,2,35214,0,2,4,2469,2860,2007,7,3,2
730,1427605,2,11286,2,3,3,1655,1185,1986,12,3,2
731,1213359,0,73207,2,2,4,2936,6369,1987,47,0,1
732,1314753,1,46396,0,5,1,3060,1630,1992,98,3,1
733,909232,0,93235,4,2,4,1044,8331,1954,58,0,0
734,1025348,2,54020,2,3,2,2672,6391,2014,114,3,0
735,1229367,2,62655,4,5,1,1256,9446,1963,80,3,2
736,651790,4,15264,0,2,2,881,7350,2022,18,3,1
737,1359843,4,41053,4,1,4,2630,2470,1960,30,3,1
738,564035,3,54870,4,2,4,1712,8311,1965,19,1,2
739,1181346,3,24302,2,3,3,3247,6455,1957,47,4,1
740,698712,1,28809,0,2,3,1880,2575,2017,106,4,2
741,1331935,1,73989,3,2,2,2011,4759,1998,115,3,1
742,221942,4,27882,0,2,3,3191,5459,2001,6,0,1
743,237627,3,24734,4,2,2,2197,8424,2016,112,3,1
744,936123,3,58737,3,5,1,1516,4785,1987,113,4,0
745,891266,3,88255,0,2,4,690,2510,2011,11,3,0
746,564030,2,53113,1,6,4,2608,8536,1983,73,4,1
747,1220906,1,79319,1,6,2,3648,9786,2011,20,4,2
748,751425,0,46647,4,4,4,2346,2711,2015,53,3,0
749,1249075,3,88560,1,4,3,1444,5827,2002,46,1,1
750,463854,1,10506,2,4,4,734,2587,2015,9,1,2
751,1250374,3,89557,4,5,2,1555,1662,1969,15,1,0
752,321307,0,88151,2,4,2,688,5098,2018,48,2,0
753,1014410,2,57436,0,6,4,2500,4258,1987,28,4,0
754,236666,2,67537,4,2,2,2884,3523,2009,66,1,0
755,1321463,3,23637,1,2,1,3857,8715,2016,86,3,2
756,1416409,4,27396,1,2,3,3600,8054,1983,5,4,0
757,229675,3,48584,1,1,3,798,2972,1967,76,1,2
758,414018,2,77410,0,1,3,2292,5579,2001,103,0,2
759,434016,3,25867,0,1,3,3157,8457,2010,4,1,0
760,411851,1,75253,2,3,1,863,3598,2015,83,2,0
761,1062025,1,83724,0,1,2,1333,3640,1998,105,1,1
762,717498,4,11432,4,1,2,3379,1670,2013,70,1,0
763,1112100,3,80722,1,2,3,1378,8884,2022,92,2,2
764,890769,4,71524,2,2,1,2731,4407,2023,2,2,1
765,617617,3,98236,2,2,2,1184,3972,2010,88,3,2
766,475989,1,89919,4,2,2,3102,6488,2002,120,0,1
767,482156,3,65564,3,1,4,3948,4253,1995,55,4,1
768,455797,3,46273,2,6,1,786,5942,2002,103,1,0
769,1090941,3,77457,1,3,4,890,6226,1999,29,1,0
770,699839,2,47736,0,6,4,1851,6489,2015,22,0,1
771,975466,3,33841,4,4,1,2991,1778,1965,74,4,2
772,161264,4,89187,2,2,1,2828,7470,1986,118,0,0
773,1342267,1,58462,2,1,4,1791,1988,1978,73,1,0
774,235502,1,61679,3,5,2,2434,6501,1981,119,4,1
775,1382618,2,33285,4,5,1,3721,7132,1955,65,2,1
776,1016919,2,45702,1,1,3,2696,8955,1957,7,0,0
777,373698,1,90010,2,5,3,3579,2532,1955,118,0,2
778,1345391,0,92296,2,5,3,646,4846,1980,45,0,0
779,677597,0,66275,2,1,4,3485,9074,1989,101,2,1
780,923080,1,23668,2,3,2,2742,2878,1951,67,1,2
781,1411902,2,38562,1,2,1,1008,7656,1982,30,1,1
782,1464732,4,26396,4,4,1,3163,1052,1958,113,1,1
783,284784,0,72494,4,3,4,1588,4126,2008,55,4,1
784,1096197,3,54933,1,5,3,1993,5581,1951,77,1,2
785,152511,1,28325,2,5,3,3460,3225,2014,40,3,0
786,941690,3,86353,2,6,4,661,2846,2003,10,1,1
787,1400044,2,26044,4,5,1,2160,2181,1953,57,1,2
788,474461,4,55615,2,6,1,2743,8980,2016,119,3,2
789,1414669,0,68184,3,2,2,1346,5540,1990,3,1,1
790,399142,0,55782,2,3,1,1815,9641,1966,109,0,2
791,108787,0,67573,3,4,1,3249,4366,1954,10,0,0
792,1266372,1,66115,1,1,3,3321,9019,1997,9,3,2
793,1436634,4,62932,3,2,3,2915,7934,2018,100,0,2
794,1135748,3,42286,4,6,3,3126,4046,2009,72,1,2
795,1445315,1,93603,2,2,3,1897,4300,1952,10,0,0
796,710158,4,78415,3,5,2,2609,8200,2005,76,1,0
797,426442,0,40814,2,5,2,1741,4338,1986,112,0,1
798,474005,4,98362,2,1,4,3102,8039,2015,73,2,2
799,102028,2,97031,4,3,1,650,2740,1955,4,4,0
800,1171830,3,70965,2,1,4,2322,2476,1957,3,4,0
801,660843,1,57579,3,6,2,3890,2155,1961,43,1,2
802,1071749,3,12729,0,3,3,3391,7953,2008,52,2,1
803,470645,3,75919,1,5,4,2998,1309,1999,47,1,1
804,1015628,4,24923,2,4,3,3677,3304,1955,88,0,0
805,962971,2,88614,3,2,4,3352,9760,2022,118,0,2
806,589012,0,66654,4,1,2,690,7936,2019,31,4,2
807,907603,0,30523,2,6,3,969,7373,1988,110,0,0
808,406159,2,14892,4,1,1,2533,6096,1971,40,0,1
809,1129152,2,12477,0,6,3,1311,5889,2021,100,2,1
810,280337,2,52311,2,6,3,3145,4528,2005,38,2,0
811,328074,0,94175,0,6,2,1462,5688,2009,110,1,2
812,351462,2,78963,4,5,3,2271,6190,2021,36,0,1
813,210113,2,99538,2,4,4,3866,1796,1973,10,4,0
814,1255047,4,65918,3,6,3,1894,9879,1961,68,3,0
815,699231,3,20679,2,3,2,3009,2641,1984,72,2,1
816,772910,4,14339,4,5,3,1393,4054,1957,81,4,1
817,417718,0,56423,0,5,4,1837,4892,1965,110,4,1
818,1138482,2,64089,1,6,2,3174,2912,1956,22,3,2
819,948743,4,34766,1,2,1,1829,5193,1969,27,0,1
820,279426,3,99507,2,6,1,3904,9647,1971,86,4,2
821,285969,1,39530,3,4,3,3611,3117,1990,78,1,1
822,1127463,1,50916,1,5,3,2940,7112,1986,59,3,2
823,723852,4,71130,0,6,2,2459,9743,1994,117,1,0
824,1074925,3,38257,0,6,1,994,7071,1995,36,4,2
825,450784,1,14062,0,4,2,2907,5822,1992,54,2,0
826,887115,0,16271,0,1,4,3669,1043,1964,108,3,0
827,825178,1,48570,4,5,4,1317,5647,1976,31,0,1
828,245952,4,84319,2,3,2,2046,2495,1961,24,2,1
829,433253,3,21216,4,3,4,3855,1361,1967,115,2,1
830,745190,1,95808,4,2,4,2572,9938,1959,91,0,2
831,933171,0,46537,0,5,4,2458,9760,1999,2,4,0
832,1008831,4,81827,4,3,1,3975,1119,1963,24,1,0
833,227204,3,23226,3,1,2,1647,9202,1950,34,3,1
834,745289,3,23788,0,4,2,1050,3723,1975,64,4,1
835,1483987,4,98527,1,2,3,1186,7670,1990,16,3,2
836,128853,1,85529,2,6,2,725,9263,1957,1,1,0
837,856260,0,98387,2,3,4,2212,5551,2016,71,4,2
838,478498,1,97828,4,4,4,2606,4920,2021,118,4,0
839,779579,4,67577,0,2,3,762,3462,1992,115,2,1
840,459607,1,82462,3,5,3,2352,8601,1952,30,4,0
841,1325699,1,77037,2,5,3,2241,8877,1991,118,2,2
842,1219024,0,11818,2,1,4,1580,1047,1998,69,3,0
843,1017616,2,85987,1,2,2,1619,6627,1990,2,0,1
844,905273,4,77179,0,1,3,2704,7502,2022,28,1,0
845,929598,2,54113,2,1,4,3446,3758,1963,96,0,0
846,1472375,0,59919,0,1,1,1418,5105,1962,110,4,2
847,1246523,4,23613,2,4,4,2585,9925,1972,62,2,0
848,779712,3,42387,1,5,4,3051,6115,2017,17,3,2
849,113372,4,57518,3,3,1,3084,2899,1955,29,0,0
850,207544,0,97626,1,6,2,2428,8339,1987,13,3,0
851,803646,1,79826,1,3,4,2623,8836,1961,106,3,1
852,299347,2,64861,3,6,3,2211,3656,2022,119,3,1
853,751719,4,87473,2,6,3,760,1199,1987,40,0,1
854,114286,0,95641,4,3,4,1970,7313,2007,18,3,2
855,442260,1,70928,4,1,2,1761,9362,1976,74,4,0
856,467871,2,15604,1,3,4,3114,9717,1961,77,0,2
857,1246389,2,79757,2,3,3,1724,1272,2003,100,4,2
858,1454268,4,95098,2,2,4,2028,7650,2020,54,2,2
859,201436,3,20368,0,5,3,2837,7362,2009,62,3,0
860,1286048,1,54147,4,4,4,3918,3960,1965,23,0,0
861,1415825,0,94609,2,4,4,3909,6001,1966,94,3,2
862,1189972,4,24763,2,3,2,2943,7607,2008,54,0,2
863,1363612,4,67802,2,1,1,679,6239,1990,115,2,1
864,996190,1,45498,3,4,3,3870,4259,2023,56,2,1
865,1228208,0,30014,3,6,1,3370,4176,1981,87,2,2
866,1426721,4,48593,1,4,1,2687,3184,2000,21,4,0
867,1193769,4,31544,0,1,4,1795,2512,1984,40,1,1
868,1458463,1,37866,3,2,2,2244,6626,1960,6,2,2
869,1496151,2,62476,1,5,3,3445,7944,1962,12,2,1
870,900797,0,18870,4,2,4,3842,5839,1957,98,3,1
871,431967,4,79165,1,5,3,2861,2320,2002,101,2,2
872,1192923,3,26898,0,6,2,2726,5814,1996,5,0,1
873,650763,0,99103,4,3,3,3684,5852,1982,82,4,2
874,1478203,3,99061,1,2,4,3581,9668,1992,2,2,2
875,1259364,2,25588,4,5,2,1487,9110,2005,33,2,2
876,1420500,0,19350,4,3,2,1565,8864,1960,89,2,1
877,953983,3,70380,1,4,2,1708,9989,1971,3,2,2
878,392778,4,67259,3,5,3,2392,7622,1995,57,4,1
879,1208849,0,64153,1,6,3,3270,1074,1953,52,2,0
880,394824,1,99705,1,5,3,3790,6394,1971,8,2,0
881,132626,1,81064,2,2,3,923,5412,1977,118,1,1
882,529982,0,92928,0,5,2,3686,3527,2007,54,1,1
883,171018,4,18188,1,5,2,616,2338,1986,17,2,2
884,1428670,1,48336,2,6,4,3316,5657,1996,114,0,1
885,516901,4,98522,2,2,4,1004,6101,1967,33,4,0
886,401072,1,86828,0,4,3,1246,1518,1956,24,3,2
887,813788,0,23788,4,3,2,2716,6312,2020,120,0,1
888,1456318,2,67032,1,3,4,2204,6968,1959,87,2,2
